Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
David Garrard,Jacksonville Jaguars,Jacksonville Jaguars@Dallas Cowboys,39.0,21,17,260,4,0,0,2,2,1,0,0,0,0,0,1,0
Calvin Johnson,Detroit Lions,Washington Commanders@Detroit Lions,37.0,0,0,0,0,0,0,0,0,0,0,9,101,3,0,0,0
Matthew Stafford,Detroit Lions,Washington Commanders@Detroit Lions,32.0,45,26,212,4,1,1,0,0,0,0,0,0,0,0,0,0
Arian Foster,Houston Texans,Houston Texans@Indianapolis Colts,31.0,0,0,0,0,0,0,15,102,1,0,9,65,0,0,0,0
Brandon Lloyd,Denver Broncos,Denver Broncos@San Francisco 49ers,29.0,0,0,0,0,0,0,0,0,0,0,7,169,1,0,0,0
Mike Sims-Walker,Jacksonville Jaguars,Jacksonville Jaguars@Dallas Cowboys,29.0,0,0,0,0,0,0,0,0,0,0,8,153,1,0,0,0
Jamaal Charles,Kansas City Chiefs,Buffalo Bills@Kansas City Chiefs,27.0,0,0,0,0,0,0,22,177,0,0,4,61,0,0,0,0
LeGarrette Blount,Tampa Bay Buccaneers,Tampa Bay Buccaneers@Arizona Cardinals,25.0,0,0,0,0,0,0,22,120,2,0,2,9,0,0,1,0
Larry Fitzgerald,Arizona Cardinals,Tampa Bay Buccaneers@Arizona Cardinals,25.0,0,0,0,0,0,0,0,0,0,0,6,72,2,0,0,0
BenJarvus Green-Ellis,New England Patriots,Minnesota Vikings@New England Patriots,25.0,0,0,0,0,0,0,17,112,2,0,1,11,0,0,0,0
Adrian Peterson,Minnesota Vikings,Minnesota Vikings@New England Patriots,25.0,0,0,0,0,0,0,25,92,1,0,5,50,0,0,0,0
Jason Witten,Dallas Cowboys,Jacksonville Jaguars@Dallas Cowboys,25.0,0,0,0,0,0,0,0,0,0,0,10,97,1,0,0,0
Jason Campbell,Las Vegas Raiders,Seattle Seahawks@Las Vegas Raiders,24.0,27,15,310,2,0,0,4,4,0,0,0,0,0,0,0,0
Darrius Heyward-Bey,Las Vegas Raiders,Seattle Seahawks@Las Vegas Raiders,24.0,0,0,0,0,0,0,1,30,0,0,5,105,1,0,0,0
Steve Breaston,Arizona Cardinals,Tampa Bay Buccaneers@Arizona Cardinals,23.0,0,0,0,0,0,0,1,14,0,0,8,147,0,0,0,0
Antonio Gates,Los Angeles Chargers,Tennessee Titans@Los Angeles Chargers,23.0,0,0,0,0,0,0,0,0,0,0,5,123,1,0,0,0
Andre Johnson,Houston Texans,Houston Texans@Indianapolis Colts,23.0,0,0,0,0,0,0,0,0,0,0,7,106,1,0,0,0
Terrell Owens,Cincinnati Bengals,Miami Dolphins@Cincinnati Bengals,23.0,0,0,0,0,0,0,0,0,0,0,5,65,2,0,0,0
Peyton Manning,Indianapolis Colts,Houston Texans@Indianapolis Colts,22.0,45,26,268,2,0,0,4,3,0,0,0,0,0,0,0,0
Philip Rivers,Los Angeles Chargers,Tennessee Titans@Los Angeles Chargers,22.0,36,27,305,2,1,0,2,3,0,0,0,0,0,0,0,0
Vince Young,Tennessee Titans,Tennessee Titans@Los Angeles Chargers,22.0,21,10,253,2,0,0,2,3,0,0,0,0,0,0,0,0
Drew Brees,New Orleans Saints,Pittsburgh Steelers@New Orleans Saints,21.0,44,34,305,2,1,0,3,-2,0,0,0,0,0,0,1,0
Marcel Reece,Las Vegas Raiders,Seattle Seahawks@Las Vegas Raiders,21.0,0,0,0,0,0,0,2,32,0,0,3,90,1,0,0,0
Nate Washington,Tennessee Titans,Tennessee Titans@Los Angeles Chargers,21.0,0,0,0,0,0,0,0,0,0,0,4,117,1,0,0,0
Mike Williams,Tampa Bay Buccaneers,Tampa Bay Buccaneers@Arizona Cardinals,20.0,0,0,0,0,0,0,0,0,0,0,4,105,1,0,0,0
Sam Bradford,Los Angeles Rams,Carolina Panthers@Los Angeles Rams,19.0,32,25,191,2,0,0,5,2,0,0,0,0,0,0,0,0
Marques Colston,New Orleans Saints,Pittsburgh Steelers@New Orleans Saints,19.0,0,0,0,0,0,0,1,1,0,0,6,75,1,0,0,0
Josh Freeman,Tampa Bay Buccaneers,Tampa Bay Buccaneers@Arizona Cardinals,19.0,25,18,278,1,0,0,2,22,0,0,0,0,0,0,0,0
Marcedes Lewis,Jacksonville Jaguars,Jacksonville Jaguars@Dallas Cowboys,19.0,0,0,0,0,0,0,0,0,0,0,2,51,2,0,0,0
Troy Smith,Denver Broncos,Denver Broncos@San Francisco 49ers,19.0,19,12,196,1,0,0,4,2,1,0,0,0,0,0,0,0
Brandon Tate,New England Patriots,Minnesota Vikings@New England Patriots,19.0,0,0,0,0,0,0,0,0,0,0,3,101,1,0,0,0
Miles Austin,Dallas Cowboys,Jacksonville Jaguars@Dallas Cowboys,18.0,0,0,0,0,0,0,0,0,0,0,7,117,0,0,0,0
Frank Gore,San Francisco 49ers,Denver Broncos@San Francisco 49ers,18.0,0,0,0,0,0,0,29,118,1,0,1,7,0,0,0,0
Percy Harvin,Minnesota Vikings,Minnesota Vikings@New England Patriots,18.0,0,0,0,0,0,0,0,0,0,0,6,104,0,1,0,0
Chris Johnson,Tennessee Titans,Tennessee Titans@Los Angeles Chargers,18.0,0,0,0,0,0,0,15,59,1,0,5,24,0,0,0,0
Lance Moore,New Orleans Saints,Pittsburgh Steelers@New Orleans Saints,18.0,0,0,0,0,0,0,0,0,0,0,7,54,1,0,0,0
Kyle Orton,Denver Broncos,Denver Broncos@San Francisco 49ers,18.0,40,28,370,1,1,0,3,18,0,0,0,0,0,0,1,0
